Model Year,Labor Hours, Labor hours adjusted to .4 per sensor , Material Cost adjusted to 64.47 per sensor , Part MarkUp Adjusted to 18.42 per sensor , Misc. Amt (total) , Custom Column , Customer Paid Amount , Repair Dealer Paid Amount , Total Cost Gross ,Claim Key,VIN,Repair Dealer Code,Document Number,Part Num Full OB (Causal),Part Num Prefix (Causal),Part Num Base (Causal),Part Num Suffix (Causal),Vehicle Line AWS,Mileage,Load Date,Repair Date,Repair Dealer State,Country Repaired,Region Repaired,Production Date,Warranty Start Date,Country Sold,Customer Concern Code,Customer Comments,Condition Code,Technician Comments,Part Install Date,Transaction Code,Part Quantity, Original Labor Cost , Original Material Cost , Original Part MarkUp Adjusted to 18.42 per sensor ,SUPPLIER DISPUTES VALIDITY?,Supplier A DISPUTE REASON,,"Time In Service
(in years)",,,,,,,,,,,,,,,,,,
2019,50, $35.47 , $64.47 , $18.42 ,0,0,0,0, $99.94 ,14210663,1FTER4FHXKLA10522,8185,309575B,JR3Z-12A650-JANP,JR3Z,12A650,JANP,R2,23484,07-Apr-23,28-Jul-22,ID,USA,NA,21-Feb-19,01-Jul-19,USA,E29,C/S: CUSTOMER HAD A VEHICLE TOWED IN AS IT WILLNOT START. ALL LIGHTS TURN ON AND ALMOST EVERYWARNING LIGHT TURNS ON ON THE CLUSTER BUT WILLNOT FIRE UP THE ENGINE.,42,"VERIFIED CUSTOMER CONCERN, FOUND VEHICLE TO BE A NO CRANK NO START. MULTIPLE WARNING MESSAGES WERE FOUND TO BE COMING UP ON THE DISPLAY. PERFORMED PRIMARY CHECKS ON THE VEHICLE. CHECKED BATTERY VOLTAGE AND STATE OF CHARGE. PERFORMED QUICK ELECTRICAL TESTS ON THE STARTER SYSTEM AND WIRING. NO PROBLEMS WERE FOUND. USING FDRS PULLED CODES ON THE VEHICLE. FOUND FOR LOST COMMUNICATION WITH THE PCM. THE PCM WAS FOUND TO NOT BE RESPONDING WHEN PERFORMED A NETWORK TEST. FOLLOWED PINPOINT TEST A SECTION 418-00 A1 YES, A2 YES, A3 NO 0.00, A4 YES .4 OHMS, A5 YES. PERFORMED THIS PINPOINT TEST MULTIPLE TIMES TO VERIFY THE RESULTS. REPLACE THE PCM RVC CODE GENERATED RKCL9L87VBBY4. REPLACED THE PCM BY REMOVING THE BATTERY. REMOVED THE BATTERY JUNCTION BOX. REMOVED THE BRACKETS ALLOWING ACCESS FOR THE PCM REPLACEMENT. INSTALLED NEW PCM AND ATTEMPTED TO PROGRAM TO THE VEHICLE. THE PCM WAS UNABLE TO BE PROGRAMMED TO THE VEHICLE DUE TO IT STILL NOT COMMUNICATING TO THE HIGH SPEED NETWORK. CONTACTED HOTLINE ON WHERE TO GO WITH THE VEHICLE. AS SUGGESTED BY HOTLINE USED ANOTHER FDRS WITH UP TO DATE SOFTWARE TO NO AVAIL. AS DIRECTED USED THE GRX-3590 TO PERFORM A BATTERY TEST AND PASSED. INSPECTED FOR AFTERMARKET COMPONENTS AND VEHICLE WAS FOUND TO HAVE TRAILER BRAKE CONTROLLER. REMOVED THE CONTROLLER. CHECKED TO MAKE SURE THE NETWORK WAS NOT SHORTED TOGETHER OR TO A GROUND. AS DIRECTED AFTER FURTHER COMMUNICATION PERFORMED PINPOINT TESTING QA IN PC/ED. PC/ED PPT QA NOTE 1 DIAGNOSE ALL PCM DTCS. PCM IS NOT CURRENTLY RESPONDING. GO TO WORKSHOP 418-00 AND SYMPTOM CHART TELLS ME TO USE PPT A. A1 YES, A2 YES, A3 NO 0.00 OHMS, A4 C175B-67 TO C2431-20 .4 OHMS, C175B-66 TO C2431-19 .4 OHMS. A5, YES. TESTED ALL POWER AND GROUND CIRCUITS BY LOAD TESTING. ALL CIRCUITS WERE FOUND TO LIGHT THE TEST BULB AS BRIGHT AS DIRECTLY OFF OF THE BATTERY.",01-JAN-0001,S07,1," $6,825.00 "," $2,470.81 "," $1,050.80 ",X,This vehicle line not referenced on Ford AFW as applicable to this AF%.,,3.076712329,,,,,,,,,,,,,,,,,,
2022,47.6, $70.94 , $128.94 , $36.84 ,0,0,0,0, $199.88 ,2738309,1FT8W3BN1NEC04795,20523,1352101,LU5Z-15604-BA,LU5Z,15604,BA,F7,13149,13-Mar-23,13-Jan-23,NJ,USA,NA,14-Aug-21,14-Sep-21,USA,A66,"cs tpms light is on for 3 tires they all dropped out with no pressure on dash - has dtc`s for power steering mod (U0131), camera (C1001) and tpms ( B124D) check and advise CONTINUE TECH NOTES: almost 100 miles no tpms issue m time used for multiple road test and multiple replacements of bcm total of 6 bcm`s with the help of the fse involved",42,verified customer concern of tpms light on and sensors not reading using fdrs performed self test retrieved dtc code: b124d:02-8 and c1001:97-68 present in memory refer to wsm performed pin point test (c) 1-yes b124d 2-yes b124d 3-no 4-no 5-yes 6-no using fdrs monitor pids for tpms in bcmfound back two sensors not reading as per ppt c-6 states to install new tpms sensor not working properly remove and replace both rear tpms sensors and road test sensors cut out on screen and tpms light back on monitor pids again found tire pressures reading in outer tire pressure when vehicle is single wheel should be reading inner tpms sensors as single wheel perform as built on bcm as per hotline # 119811266 concern still present road test concern still present order bcm and go to replace bcm remove and replace bcm programming fail try pmi and bcm won`t configure order another bcm won`t program or configure follow hotlinerequest check vehicle for aftermarket items found led lights disconnect from vehicle program won`t go through set voltage with battery tender still won`t go through replace bcm again with a 3rd as per hotline installed 3rd bcm program still failing at same point order 4th bcm as per hotline suspect bcm issue receive 4th bcm won`t program fail at same point hotline referred concern to fse after talking to fse wanted me to check powers and grounds to bcm and communication lines to bcm from gwm remove screen and dash pieces ohm wires from gwm to bcm .3 ohms pass checks power and ground all pass load test all ok tell fse all powers and grounds fse tole to order another bcm and order another bcm remove and replace bcm won`t program fail again same spot advise fse order another bcm with note for different bcm build date receive program still fail find truck on our lot with same bcm part number remove bcm from stock truck swapped bcm into truck configure bcm fse said to leave bcm in truck put new bcm in our stock truck and program bcm program took road test truck almo,01-JAN-0001,E83,2," $6,527.85 "," $2,410.88 "," $1,071.50 ",X,"Dealer clearly states that this issue persisted after multiple TPM and BCM replacements, then found that it was being caused by a faulty BCM >> "" REMOVED AND REPLACED BCM. FOUND BCM NOT COMMUNICATING WITH FDRS.""  Non-Supplier A issue and this is not a valid TPMS warranty claim.",,1.331506849,,,,,,,,,,,,,,,,,,
2022,1.3, $141.88 , $257.88 , $73.68 ,280.5007721,0,0,0, $399.76 ,2627772,1FA6P8LD8N5138758,12610,181807,FR3Z-1007-V,FR3Z,1007,V,ZA,20,02-Mar-23,27-Feb-23,AU,AUS,IM,31-Oct-22,27-Feb-23,AUS,B65,VEHIEL DOES NOT HAVE CORRECT WHEELS THAT WERE ORDERED THE LUSTER NICKEL WHEELS AS PER ATTACHED PHOTOS REQUIRES REPLACEMENT,D4,VEHIEL DOES NOT HAVE CORRECT WHEELS THAT WERE ORDERED THE LUSTER NICKEL WHEELS AS PER ATTACHED PHOTOS REQUIRES REPLACEMENT - RIMS SWAPPED OVER TO NICKLE,,*,4, $145.95 ," $1,977.21 ", $-   ,X,"NO CUSTOMER ISSUE PRIOR TO REPLACEMENT OF WRONG SIZE WHEELS/TIRES FROM FORD.  MOST LIKELY DEALER DID NOT FOLLOW TPMS RELEARN PROCEDURE PROPERLY, OR DID NOT DRIVE VEHICLE LONG ENOUGH TO COMPLETE RELEARN.  DEALER NARRATIVE SHOWS NO VALID TPMS COMPLAINT OR REASON FOR REPLACING FOUR SENSORS UNDER WARRRANTY.",,0,,,,,,,,,,,,,,,,,,
2022,3, $35.47 , $64.47 , $18.42 ,0,0,0,0, $99.94 ,3079779,1FTBF2B67NEC04387,8896,502518A,*-TWC01-*,*,TWC01,*,F7,7889,17-Apr-23,12-Apr-23,CT,USA,NA,21-Jul-21,31-Aug-21,USA,TB3,CHECK FOR TIRES WEARING IMPROPERLY,42,VERIFIED CUSTOMER CONCERN. FOUND TIRES WEARING IMPROPERLY ON BOTH FRONT AND BOTH REAR. CHECKED OVER FRONT END. FOUND NO PROBLEMS IN FRONT END. REPLACED ALL FOUR TIRES AND TEST DROVE. ALL OKAY AT THIS TIME.,01-JAN-0001,1,1, $176.40 ," $1,845.23 ", $730.96 ,X,Dealer makes no mention of TPMS concern.  Tires were replaced due to uneven wear…NOT a TPMS concern.  Not a valid warranty claim.,,1.61369863,,,,,,,,,,,,,,,,,,
2020,0.7, $70.94 , $128.94 , $36.84 ,95.57244783,0,0,0, $199.88 ,10534038,1FT8W3BT5LED90711,A4802,76364802,LC3Z-1007-C,LC3Z,1007,C,F7,37005,10-Feb-23,12-Jan-23,SK,CAN,NA,22-Jul-20,22-Apr-21,CAN,B65,FINISH ON REAR WHEELS COMING OFF,D4,Mounted and balanced 2 tires to new rims. Trained tpms. Wheels torqued to 150 ft lbs. Tires to 80 psi,01-JAN-0001,E84,2, $76.45 ," $1,834.93 ", $493.74 ,X,DEALER CLEARLY STATES WHEEL DELAMINATION…NOT a TPM sensor problem.  This should never been filed as a TPMS warranty claim.,,1.726027397,,,,,,,,,,,,,,,,,,
2019,0.5, $35.47 , $64.47 , $18.42 ,0,0,0,0, $99.94 ,14204319,1FT7W2BT7KEF63262,688,019358A,HC3Z-1007-H,HC3Z,1007,H,F7,35715,06-Apr-23,31-Mar-23,PA,USA,NA,22-Jun-19,16-May-20,USA,B65,"CUSTOMER STATES THAT ONE WHEEL, THE PAINT IS PEELING. REPLACE THE WHEEL THAT IS PEELING.",D4,TECH VERIFIED CUSTOMER CONCERN THAT THE PAINT ON THE WHEEL IS PEELING. TECH RAN OASIS AND FOUND GSB 21-7105. FIGURE 9 OF THE GSB MATCHES THE CUSTOMER CONCERN. TECH REMOVED AND REPLACED THE EFFECTED WHEEL. NO MORE ISSUES WITH THE WHEELS COULD BE FOUND AT THIS TIME.,01-JAN-0001,E84,1, $69.06 ," $1,634.86 ", $621.94 ,X,DEALER CLEARLY STATES WHEEL DELAMINATION…NOT a TPM sensor problem.  This should never been filed as a TPMS warranty claim.,,2.873972603,,,,,,,,,,,,,,,,,,
2022,0.5, $35.47 , $64.47 , $18.42 ,0,0,0,0, $99.94 ,2321276,1FT8W2BT7NEC55517,5195,2228601,LC3Z-1007-G,LC3Z,1007,G,F7,10073,01-Feb-23,23-Jan-23,GA,USA,NA,10-Oct-21,29-Oct-21,USA,B65,CUSTOMER STATES DRIVER SIDE REAR WHEEL IS PEE LING,D4,"VERIFIED CONCERN REPLACED LEFT REAR WHEEL DURING REPLACEMENT THE TPMS SENSOR BROKE , REPLACED TPMS SENSOR AND TRAINED SENSOR , MOUNTEDAND BALNCED TIRE.",01-JAN-0001,E84,1, $74.00 ," $1,425.07 ", $561.39 ,X,DEALER CLEARLY STATES WHEEL DELAMINATION…NOT a TPM sensor problem.  This should never been filed as a TPMS warranty claim.,,1.235616438,,,,,,,,,,,,,,,,,,
2022,8.5, $141.88 , $257.88 , $73.68 ,480.2,0,0,0, $399.76 ,2927917,1FT8W2BT1NEC09374,9554,10083501,*-1A189-*,*,1A189,*,F7,31409,30-Mar-23,28-May-22,TX,USA,NA,18-Aug-21,15-Sep-21,USA,A40,WHEELS/TIRES CUSTOMER STATES TIRE LIGHT/PRESSURE LIGHT COMES ON AFTER WARMED UP,42,"SELF TEST PASS. PERFORMED PPT B, CONFIRMED ALL CIRCUITS INTEGRITY, REPLACED ALL 4 TPMS SENSORS, SENSOR TRAIN AND HORN HONKS, IPC CONFIRMS TRAINING COMPLETION. REFERENCED A PREVIOUS CONTACT WHEN THE SECONDARY CELLULAR ANTENNA WAS CAUSING RFI ISSUES. LOWERED HEADLINER, REROUTED AND COVERED ANTENNA, CONCERN STILL PRESENT. CONVERN STILL PRESENT, DIRECTED TO REPLACE TCU PER HOTLINE CONTACT REPLACED TCU, RETEST, ALL OK",01-JAN-0001,E84,5," $1,024.84 "," $1,331.33 ", $380.38 ,X,"Dealer clearly states: ""SECONDARY CELLULAR ANTENNA WAS CAUSING RFI ISSUES. LOWERED HEADLINER, REROUTED AND COVERED ANTENNA, CONCERN STILL PRESENT. CONVERN STILL PRESENT, DIRECTED TO REPLACE TCU PER HOTLINE"".  This is not a TPMS issue and should not have been filed as a warranty claim.",,0.698630137,,,,,,,,,,,,,,,,,,
2022,0.5, $35.47 , $64.47 , $18.42 ,0,0,0,0, $99.94 ,2546645,1FT8W3DTXNEC61220,4413,816122C,JC3Z-1007-E,JC3Z,1007,E,F7,23254,23-Feb-23,13-Feb-23,TX,USA,NA,21-Sep-21,07-Oct-21,USA,B65,Customer states right rear wheel peeling.,D4,"Verified concern, replaced wheel asy ans TPMS sensor. Verified repair.",01-JAN-0001,E84,1, $58.70 ," $1,257.62 ", $481.79 ,X,DEALER CLEARLY STATES WHEEL DELAMINATION…NOT a TPM sensor problem.  This should never been filed as a TPMS warranty claim.,,1.353424658,,,,,,,,,,,,,,,,,,
2020,0.5, $35.47 , $64.47 , $18.42 ,185.7339825,0,0,0, $99.94 ,11045329,1FT7W2BT3LEE00593,A3258,77046906,HC3Z-1007-K,HC3Z,1007,K,F7,33398,10-Apr-23,06-Apr-23,NL,CAN,NA,03-Aug-20,18-Sep-20,CAN,B65,REPLACE PASSENGER FRONT RIM,42,REPLACE PASSENGER FRONT RIM PASSENGER FRONT RIM - REPLACED TIRE PRESSURE SET TO SPEC/BALANCE TORQUE./RETORQUE AFTER 100KMS,01-JAN-0001,E84,1, $53.38 ," $1,184.85 ", $323.27 ,X,DEALER CLEARLY STATES WHEEL DELAMINATION…NOT a TPM sensor problem.  This should never been filed as a TPMS warranty claim.,,2.547945205,,,,,,,,,,,,,,,,,,
2022,0.5, $35.47 , $64.47 , $18.42 ,367.7894599,0,0,0, $99.94 ,2831801,1FT8W3BT3NED65311,A1323,61834401,LC3Z-1007-H,LC3Z,1007,H,F7,12277,21-Mar-23,01-Mar-23,ON,CAN,NA,20-Feb-22,23-Mar-22,CAN,B65,LEFT FRONT RIM IS PEELING - PLEASE CHECK AND REPORT,5,CAUSAL PART: 1007 ---- CCC - B65 ---- CC - 05 1007AA - 0.5 VERIFIED CONCERN. PERFORMED VISUAL INSPECTION - NO PHYSICAL DAMAGE FOUND. FOUND THAT THE CHROME ON THE LEFT FRONT RIM WAS PEELING. UNABLE TO RE-FINISH RIM. RE & RE LEFT FRONT TIRE FROM RIM AND REPLACED LEFT FRONT RIM AS REQUIRED TO CORRECT THE CONCERN. RE-INSTALLED AND BALANCED LEFT FRONT TIRE AS REQUIRED TO CORRECT THE CONCERN. PERFORMED RE- CHECK - CONCERN RESOLVED.,01-JAN-0001,1,1, $48.96 ," $1,121.77 ", $305.24 ,X,DEALER CLEARLY STATES WHEEL DELAMINATION…NOT a TPM sensor problem.  This should never been filed as a TPMS warranty claim.,,0.939726027,,,,,,,,,,,,,,,,,,
2021,0.5, $35.47 , $64.47 , $18.42 ,0,0,0,0, $99.94 ,7208718,1FT7W2BT8MED78821,3375,248363A,LC3Z-1007-B,LC3Z,1007,B,F7,29124,20-Feb-23,13-Feb-23,TX,USA,NA,19-Apr-21,08-Sep-21,USA,B65,CUSTOMER STATES: CUST STATES WHEEL IS BAD. WILLNOT HOLD AIR WHEEL IN THE BED,D1,FOUND WHEEL TO BE LEAKING ON INSIDE IN MIDDLE DUE TO POROUS METAL REPLACED WHEEL AND RE TESTED OK AT THIS TIME 1007AA 0 .5,01-JAN-0001,E84,1, $56.79 , $979.36 , $279.82 ,X,DEALER CLEARLY STATES WHEEL MATERIAL ISSUE CAUSING AIR LEAKS…NOT a TPM sensor problem.  This should never been filed as a TPMS warranty claim.,,1.432876712,,,,,,,,,,,,,,,,,,
2021,0.5, $35.47 , $64.47 , $18.42 ,0,0,0,0, $99.94 ,7091402,1FT7W2BT2MEE09660,4114,2367021,LC3Z-1007-B,LC3Z,1007,B,F7,31970,08-Feb-23,16-Jan-23,CA,USA,NA,03-Jul-21,31-Jul-21,USA,B65,WHEEL/TIRE CONCERN- LEFT REAR WHEEL WILL NOT HOLD AIR,42,INSPECT AND FOUND WHEEL BOROUS IN CENTER OF INSIDE OF WHEEL. NO DAMAGE SEEM REPLACED LEFT REAR WHEEL THERE WAS A SMALL PINHOLE IN CENTER OF RIM POSSIBLE CASTING CONCERN WHEN REMOVING TIRE SENSOR RUBBER VALVE STEM WAS DAMAGED NECESSARY TO REPLACE TO MAKE VEHICLE OPERATE AS DESIGNED,01-JAN-0001,E84,1, $70.00 , $953.14 , $422.44 ,X,DEALER CLEARLY STATES WHEEL MATERIAL ISSUE CAUSING AIR LEAKS…NOT a TPM sensor problem.  This should never been filed as a TPMS warranty claim.,,1.463013699,,,,,,,,,,,,,,,,,,
2022,3.1, $35.47 , $64.47 , $18.42 ,0,0,0,0, $99.94 ,2924901,1FT8W2BT2NEG29371,1474,62033402,*-TWC01-*,*,TWC01,*,F7,673,30-Mar-23,20-Mar-23,PA,USA,NA,27-Nov-22,20-Mar-23,USA,TB3,"CUSTOMER STATES THERE IS A VIBRATION AT 70 MPH, CAN FEEL ON SEAT AND STEERING WHEEL - ADVISE",D9,"ROAD TEST & VERIFY CUSTOMER CONCERN, PERFORM ROAD FORCE BALANCE ON ALL 4 WHEELS, LF26, RF34, LR53, RR42 LBS OF ROAD FORCE, REPLACED REAR TIRES & ROAD TEST, CONCERN CORRECTED OLD DOT# 1PJ15A53V4122 & 1PJ15A53V4122 TRED DEPTH 12/32, NEW DOT #PJ15A53V4622 & PJ15A53V3922. ONE TIRE PRESSURE SENSOR BROKE UPON REMOVAL OF TIRE. REPLACE BOTH VALVE STEMS.",01-JAN-0001,1,1, $378.44 , $841.40 , $342.35 ,X,CLAIM CAUSED BY WHEEL VIBRATION…NOT a TPM sensor problem.  This should never been filed as a TPMS warranty claim.,,0,,,,,,,,,,,,,,,,,,
2021,1.8, $141.88 , $257.88 , $73.68 ,0,0,0,0, $399.76 ,7817484,1FDXE4FN0MDC39360,1307,423294D,*-1A189-*,*,1A189,*,E1,14692,14-Apr-23,10-Mar-23,PA,USA,NA,08-Dec-20,30-Mar-21,USA,A40,CUSTOMER STATE CHECK TIRE FAULT LIGHT COME ON. CK AND ADVISE.,42,VERIFIED CONCERN TRIED RETRAINING ALL SENSORS FIRST AND ROAD TESTED VEHICLE WENT ABOUT 5 MILES AND FAULT LIGHT CAME BACK ON TESTED SYSTEM WITH IDS AND FOUND NO CODES LOOKED AT DATA LOGGER FOR BCM AND FOUND NO SENSOR IDS PROGRAMMED IN BCM REMOVED ALL 6 WHEELS AND REPLACED ALL TPMS SENSORS TRAINED SYSTEM AND STILL DOES NOT SHOW IDS IN BCM CHECKED AND FOUND SOFTWARE UPDATE FOR BCM AND INSTALLED RETRAINED SYSTEM AGAIN AND NO IDS INSTALLED NEW AND TRAINED SYSTEM ALL SENSORS SHOW NOW AND ROAD TESTED VEHICLE FOR 40 PLUS MILES WITH NO FAULT LIGHT COMING BACK ON,01-JAN-0001,E84,6, $239.40 , $826.57 , $365.83 ,X,"Dealer clearly states that this issue persisted after multiple TPM sensor replacements, then found that it was being caused by a faulty BCM >> "" REMOVED AND REPLACED BCM. FOUND BCM DEFECTIVE.""  Non-Supplier A issue and this is not a valid TPMS warranty claim.",,1.945205479,,,,,,,,,,,,,,,,,,
2022,2.6, $141.88 , $257.88 , $73.68 ,0,0,0,0, $399.76 ,3136950,1FT8W3BT6NEE34024,4124,221272A,HC3Z-1A189-A,HC3Z,1A189,A,F7,8555,21-Apr-23,06-Feb-23,VA,USA,NA,21-Apr-22,19-May-22,USA,A40,TIRE LIGHT IS ON ADVISE,42,"VERIFIED CUSTOMERS CONCERN OF TIRE LIGHT WOULDN`T TRAIN, PERFORMED PPT A. A1 YES A2 NO A3 YES A4 YES A5 YES A6 NO A7 NO A8 YES A9 YES, INSTALL BCM AND PROGRAM., STILL WOULD NOT TRAIN. CONTACTED HOTLINE AND FSE, FSE WANTED TO TEST RTM. PERFORMED TEST ON K LINE CIRCUIT WIRE AND WIRE IS GOOD, WAS TOLD TO REPLACE RTM PER FSE. REPLACED RTM AND PERFORMED PMI ON RTM AND ISSUE IS STILL PRESENT. PERFORMED PPT A AND FOUND 4 BAD TIRE SENSORS, REPLACED ALL 4 TIRE PRESSURE SENSORS AND PROGRAMMED. NO FURTHER LIGHT ON AT THIS TIME. VERIFIED REPAIR",01-JAN-0001,1,4, $312.94 , $708.54 , $297.08 ,X,"**MOST LIKELY A FAULTY BCM ISSUE, PER DEALER NOTES** Historic physical part returns to WPAC and analysis by Supplier A and Ford DRE have shown that dealer reports of 3-4 unresponsive TPM sensors is generally due to customer installing aftermarket, non-OEM TPM sensors into their vehicle.  Dealer do not always verify if sensors removed are OEM and will file against warranty.  When returned for analysis, these claims are 100% chargebacks to dealer as erroneous.",,0.720547945,,,,,,,,,,,,,,,,,,
2022,0, $35.47 , $64.47 , $18.42 ,0,0,0,0, $99.94 ,2414519,1FT7W2B68NEF99136,6633,546009A,LC3Z-1A189-B,LC3Z,1A189,B,F7,3036,10-Feb-23,23-Jan-23,VA,USA,NA,27-Oct-22,13-Dec-22,USA,A40,MODULE DEFECTIVE,42,FAILED MODULE- CUSTOMER PURCHASED PARTFROM PARTS DEPARTMENT INVOICE # 20978 OTC COVERAGE APPLIES,01-JAN-0001,1,1, $-   , $673.07 , $272.67 ,,,,0.112328767,,,,,,,,,,,,,,,,,,
2017,0.7, $35.47 , $64.47 , $18.42 ,0,0,0,0, $99.94 ,23755059,1FA6P8CF7H5283585,A1B17,K0157502,FR3Z-1007-D,FR3Z,1007,D,ZA,45966,22-Feb-23,30-Jan-23,*,KOR,IM,26-Jan-17,31-Jan-18,KOR,B65,Corrosion happens on the wheels,D7,"When wheel inspection, the corrosion part around the rear right wheel cap is identified. No shock or damage around the wheel cap is identified. GSB 21AP/008 countermeasures, corrosion in the corresponding figure 1 room shape, no shock damage. In most cases, it is determined to match the content.",01-JAN-0001,E84,1, $33.15 , $616.04 , $208.07 ,X,"Supplier A contractual warranty coverage for this vehicle is 3/36,000; Vehicle is outside of warranty coverage.",,5,,,,,,,,,,,,,,,,,,
2022,2.7, $141.88 , $257.88 , $73.68 ,0,0,0,0, $399.76 ,2779534,1FT8W3BT5NEF80916,2445,202246A,LU5Z-15604-BA,LU5Z,15604,BA,F7,7441,16-Mar-23,19-Jan-23,TX,USA,NA,12-Oct-22,02-Dec-22,USA,A66,CUSTOMER STATES TPMS BLINKS OUT TPMS RETRAINED AND TIRES REAIRED MULTIPLE TIMES CONCERN STILL PRESENT CHECK AND ADVISE,42,VERIFY CONCERN CHECK FOR TSBS AND SSMS NONE APPLY FDRS DIAG FAULT P124D PPT C 1 YES C2 YES C3 NO C4 NO C5 NO E1 NO E2 NO REPLACE LEFT FRONT AND LEFT REAR TIRE SENSORS TEST DRIVE AFTER 40 MILES TIRE LIGHT FLASHES ON AND 3 TIRE SENSORS ARE NOT READING REPLACE RTM MODULE RETEST FAULT P124D REPLACE RIGHT SIDE TIRE SENSORS TEST DROVE AT 100 MILES TIRE LIGHT CAME ON RETEST P124D RUN SYMPTOM TEST A1 YES A2 NO A3 YES A4 YES A5 YES A9 YES REPLACE AND REPROGRAM BCM SEE LINE B - NO COMMUNICATION WITH NEW BCM,01-JAN-0001,S07,4, $453.60 , $597.60 , $170.74 ,X,"Dealer clearly states that this issue persisted after multiple TPM sensor replacements, then found that it was being caused by a faulty BCM >> "" REMOVED AND REPLACED BCM. FOUND BCM DEFECTIVE.""  Non-Supplier A issue and this is not a valid TPMS warranty claim.",,0.131506849,,,,,,,,,,,,,,,,,,
2021,0.5, $35.47 , $64.47 , $18.42 ,0,0,0,0, $99.94 ,7907252,1FD8X3FT0MEC09597,5307,16602102,BC3Z-1015-D,BC3Z,1015,D,F7,25389,24-Apr-23,09-Jan-23,CA,USA,NA,14-Nov-20,04-Dec-20,USA,B65,CUSTOMER STATES INNER WELD ON THE FRONT PASSENGER RIM IS CRACKING. CHECK AND ADVISE,1,PULLED VEHICLE IN AND RACKED IT. APPLIED TIRE SOAP TO RIM. VERIFIED LEAK AT INNER WELD ON THE RIM. RECOMMEND RIM REPLACEMENT. DISMOUNTED TIRE AND MOUNTED NEW TIRE TO THE NEW RIM. PASSENGER FRONT RIM IS NO LONGER LEAKING. OK AT THIS TIME. RELEASED VEHICLE BACK TO CUSTOMER. 1007AA0.5,01-JAN-0001,E84,1, $78.48 , $594.88 , $169.97 ,X,DEALER CLEARLY STATES WHEEL DELAMINATION…NOT a TPM sensor problem.  This should never been filed as a TPMS warranty claim.,,2.098630137,,,,,,,,,,,,,,,,,,
